ticket_id,user_input_text,category,priority,user_name,device,application,system,error_message,department,annotated_for_ner,cleaned_input
T10486,generic ids hi ask create generic id thank br senior developer,Software Issue,Medium,None,None,None,None,None,General,no,generic ids hi ask create generic id thank br senior developer
T10487,obtaining facility dear inform yesterday had work after card he made possible thanks engineer,Software Issue,Medium,None,None,None,None,None,General,no,obtaining facility dear inform yesterday had work after card he made possible thanks engineer
T10488,change hello looking change pm active warning changes pending cannot update until completes please help thank head analysis planned days off st,Software Issue,Medium,None,None,None,None,None,General,no,change hello looking change pm active warning changes pending cannot update until completes please help thank head analysis planned days off st
T10489,starter form hi please fill starter form please going his working location until opening thanks administration officer,Software Issue,Medium,None,None,None,None,None,General,no,starter form hi please fill starter form please going his working location until opening thanks administration officer
T10490,hello please fill please add information regarding date thank administration officer,Software Issue,Medium,None,None,None,None,None,General,no,hello please fill please add information regarding date thank administration officer
T10491,starter form hello please fill enclosed starter form please working location until opening help further please let thanks administration officer,Software Issue,Medium,None,None,None,None,None,General,no,starter form hello please fill enclosed starter form please working location until opening help further please let thanks administration officer
T10492,re logged calendar app hi please help by setting colors categories calendar locations per picture bellow locations technical training la trainings soft skills training la trainings engagement la events la pass la induction la la community sports la sports events events la community events la events thank,Software Issue,Medium,None,None,None,None,None,General,no,re logged calendar app hi please help by setting colors categories calendar locations per picture bellow locations technical training la trainings soft skills training la trainings engagement la events la pass la induction la la community sports la sports events events la community events la events thank
T10493,please hi please regards,Software Issue,Medium,None,None,None,None,None,General,no,please hi please regards
T10494,tuesday november re please action reports hi special same thanks november re please action reports special afraid november re please action reports hi take thread please looks report him please thanks november please action reports hi leave november re please action reports hi familiar enough timecard process suggest switch off timecard regards friday november pm re please action reports sounds right he card how november re please action reports hi contractors usually person has date tracked agreed date extended extended disabled also think record links terms having record link person contractors usually complete timecards against submitted cost recover measure based commission seems probably him complete missed regards november please action reports hi idea how handle think right requirement enter he november fwd please action reports hi approach commission agreement reports tx begin please action reports datum november dear part established processes each required submit his weekly basis each friday past must submitted receiving because reports haven followed process please help cascade accordingly gets possible breakdown reports please note refers has left maternity other absence leave please update person record otherwise please person directly submit country date total days,Software Issue,Medium,None,None,None,None,None,General,no,tuesday november re please action reports hi special same thanks november re please action reports special afraid november re please action reports hi take thread please looks report him please thanks november please action reports hi leave november re please action reports hi familiar enough timecard process suggest switch off timecard regards friday november pm re please action reports sounds right he card how november re please action reports hi contractors usually person has date tracked agreed date extended extended disabled also think record links terms having record link person contractors usually complete timecards against submitted cost recover measure based commission seems probably him complete missed regards november please action reports hi idea how handle think right requirement enter he november fwd please action reports hi approach commission agreement reports tx begin please action reports datum november dear part established processes each required submit his weekly basis each friday past must submitted receiving because reports haven followed process please help cascade accordingly gets possible breakdown reports please note refers has left maternity other absence leave please update person record otherwise please person directly submit country date total days
T10495,purchase po dear purchased requested by pasta thermal paste pasta arctic please log allocation after receive item please take consideration mandatory receipts section order receive item ordered how video link kind regards administrator,Hardware Issue,Medium,None,None,None,None,None,General,no,purchase po dear purchased requested by pasta thermal paste pasta arctic please log allocation after receive item please take consideration mandatory receipts section order receive item ordered how video link kind regards administrator
T10496,hi guys please how approver please currently active two latter about added thanks,Software Issue,Medium,None,None,None,None,None,General,no,hi guys please how approver please currently active two latter about added thanks
T10497,tickets hello please tickets assigned queue provide cable personalize thank help kind regards leader mobile,Hardware Issue,Medium,None,None,None,None,None,General,no,tickets hello please tickets assigned queue provide cable personalize thank help kind regards leader mobile
T10498,rights si endpoint recent okapi si bench si rights si proxy endpoint se,Hardware Issue,Medium,None,None,None,None,None,General,no,rights si endpoint recent okapi si bench si rights si proxy endpoint se
T10499,hello help please next thank developer,Software Issue,Medium,None,None,None,None,None,General,no,hello help please next thank developer
T10500,required umbrella hi please permissions back umbrella regards infrastructure consultant,Software Issue,Medium,None,None,None,None,None,General,no,required umbrella hi please permissions back umbrella regards infrastructure consultant
T10501,create confluence pot respective link,Software Issue,Medium,None,None,None,None,None,General,no,create confluence pot respective link
T10502,social daily digest suspicious hello forwarding received which malicious best senior developer id image,Software Issue,Medium,None,None,None,None,None,General,no,social daily digest suspicious hello forwarding received which malicious best senior developer id image
T10503,win installation needed hello please help win installation pc issues logged weeks ago solved until today attached win also justification newly assigned also solve remaining proxy issues please note negatively impacting daily job thanks fast resolution kind regards analyst extension tuesday november pm re additional changes importance high hello restarted few times other sites due different reason please please advise thanks regards analyst extension friday november pm additional changes hello made same changes everything good please restart outcome kind regards engineer,Hardware Issue,Medium,None,None,None,None,None,General,no,win installation needed hello please help win installation pc issues logged weeks ago solved until today attached win also justification newly assigned also solve remaining proxy issues please note negatively impacting daily job thanks fast resolution kind regards analyst extension tuesday november pm re additional changes importance high hello restarted few times other sites due different reason please please advise thanks regards analyst extension friday november pm additional changes hello made same changes everything good please restart outcome kind regards engineer
T10504,upgrade la merci,Hardware Issue,Medium,None,None,None,None,None,General,no,upgrade la merci
T10505,re site needed mobile device inventory hi help please advise dear please create tuesday november re site needed mobile device inventory hello mentioned two weeks ago tried provided tool suits needs seemed reaching anymore please provide rights add maintain device within tool possible order find out good enough thanks thursday october pm re site needed mobile device inventory good hear meanwhile involve arrange short induction quite easy intuitive under control give sign best regards thursday october pm re site needed mobile device inventory hello did about existence tool over tomorrow then come back tomorrow questions thanks sharing thursday october re site needed mobile device inventory importance high guys question tool tried suitable help documentation guys which responsible process best regards thursday october re site needed mobile device inventory hello task progress column manage resolution second requirements different priorities were board until worked tasks regarding finished tasks working task best regards engineer thursday october re site needed mobile device inventory la tine la ca task pus done sub hub cum initial update la tine task asap ne device cat tuesday re site needed mobile device inventory update ne cat ca tot process device mobile sept ca wednesday re site needed mobile device inventory devices la device name fie string si fie pre important ca borrowed by client deadline fie update borrowing borrow id device name important fie device care ne ca se face update borrow ca device se borrow si va ne ca devices se device deadline client sub alt ca si devices thursday pm re site needed mobile device inventory la la ca ca work po ti best regards engineer thursday pm re site needed mobile device inventory progress wednesday pm site needed mobile device inventory cum la context mobile si care tin si se owner si cat care process ca sub hub site care device care owner layouts lists devices se face ca fie borrow requests care borrow device layouts lists requests site mine si ca si site owners contributors moment testing community la ca tau ne senior tester,Software Issue,Medium,None,None,None,None,None,General,no,re site needed mobile device inventory hi help please advise dear please create tuesday november re site needed mobile device inventory hello mentioned two weeks ago tried provided tool suits needs seemed reaching anymore please provide rights add maintain device within tool possible order find out good enough thanks thursday october pm re site needed mobile device inventory good hear meanwhile involve arrange short induction quite easy intuitive under control give sign best regards thursday october pm re site needed mobile device inventory hello did about existence tool over tomorrow then come back tomorrow questions thanks sharing thursday october re site needed mobile device inventory importance high guys question tool tried suitable help documentation guys which responsible process best regards thursday october re site needed mobile device inventory hello task progress column manage resolution second requirements different priorities were board until worked tasks regarding finished tasks working task best regards engineer thursday october re site needed mobile device inventory la tine la ca task pus done sub hub cum initial update la tine task asap ne device cat tuesday re site needed mobile device inventory update ne cat ca tot process device mobile sept ca wednesday re site needed mobile device inventory devices la device name fie string si fie pre important ca borrowed by client deadline fie update borrowing borrow id device name important fie device care ne ca se face update borrow ca device se borrow si va ne ca devices se device deadline client sub alt ca si devices thursday pm re site needed mobile device inventory la la ca ca work po ti best regards engineer thursday pm re site needed mobile device inventory progress wednesday pm site needed mobile device inventory cum la context mobile si care tin si se owner si cat care process ca sub hub site care device care owner layouts lists devices se face ca fie borrow requests care borrow device layouts lists requests site mine si ca si site owners contributors moment testing community la ca tau ne senior tester
T10506,outstanding change approvals hello improve by client approve column justification approvers multiple accounts cases other true story thank leader ext tuesday november outstanding change approvals hello please advised change tasks assigned reference summary task via rejection via disable stale computer accounts seen accessing past days link approve via reject via dashboard release sprint tasks sprint link approve via reject via lead generation export cleared opportunity link approve via reject via powered off link approve via reject via planned work shared infrastructure link approve via reject via planned shared infrastructure link approve via reject via switch replacement link approve via reject via deploy link approve via reject via best regards ref msg,Software Issue,Medium,None,None,None,None,None,General,no,outstanding change approvals hello improve by client approve column justification approvers multiple accounts cases other true story thank leader ext tuesday november outstanding change approvals hello please advised change tasks assigned reference summary task via rejection via disable stale computer accounts seen accessing past days link approve via reject via dashboard release sprint tasks sprint link approve via reject via lead generation export cleared opportunity link approve via reject via powered off link approve via reject via planned work shared infrastructure link approve via reject via planned shared infrastructure link approve via reject via switch replacement link approve via reject via deploy link approve via reject via best regards ref msg
T10507,re needed days hello prepare please thank engineer tuesday november pm needed days hi testes visiting starting tomorrow until please help allocating him during his visit going come over bring back borrowed her thanks kind regards,Hardware Issue,Medium,None,None,None,None,None,General,no,re needed days hello prepare please thank engineer tuesday november pm needed days hi testes visiting starting tomorrow until please help allocating him during his visit going come over bring back borrowed her thanks kind regards
T10508,pot confluence si link error change,Software Issue,Medium,None,None,None,None,None,General,no,pot confluence si link error change
T10509,please change date october complete head,Software Issue,Medium,None,None,None,None,None,General,no,please change date october complete head
T10510,hello has struggling while bandwidth issues mitigate these issues secondary supplier bandwidth please parameters please circuit enable thank kindly tuesday november pm re hi information provided by range default gateway mask regards engineer ext re thank please made available addressing circuit tuesday november pm re hello want engineer site activated circuit regards engineer ext re hello installing second circuit please treat high priority task ensure everything asap thank tuesday november pm hello everyone yesterday received call called about installation please let information about schedule installation thank engineer ext dear writing regarding installation loop action hesitate turn further question br si hungary phone mobile,Network Issue,Medium,None,None,None,None,None,General,no,hello has struggling while bandwidth issues mitigate these issues secondary supplier bandwidth please parameters please circuit enable thank kindly tuesday november pm re hi information provided by range default gateway mask regards engineer ext re thank please made available addressing circuit tuesday november pm re hello want engineer site activated circuit regards engineer ext re hello installing second circuit please treat high priority task ensure everything asap thank tuesday november pm hello everyone yesterday received call called about installation please let information about schedule installation thank engineer ext dear writing regarding installation loop action hesitate turn further question br si hungary phone mobile
T10511,social daily digest received today think thought kind regards november social daily digest social daily digest tuesday november membership membership conversation made publicly available hi social stop receiving adjust,Software Issue,Medium,None,None,None,None,None,General,no,social daily digest received today think thought kind regards november social daily digest social daily digest tuesday november membership membership conversation made publicly available hi social stop receiving adjust
T10512,wants hi please provide site going involved programme these materials thank accept decline requests,Software Issue,Medium,None,None,None,None,None,General,no,wants hi please provide site going involved programme these materials thank accept decline requests
T10513,fwd social daily digest begin forwarded social daily digest date november social social daily digest tuesday november membership membership conversation made publicly available hi social stop receiving adjust,Software Issue,Medium,None,None,None,None,None,General,no,fwd social daily digest begin forwarded social daily digest date november social social daily digest tuesday november membership membership conversation made publicly available hi social stop receiving adjust
T10514,collaboration hi please colleague layouts thank officer,Software Issue,Medium,None,None,None,None,None,General,no,collaboration hi please colleague layouts thank officer
T10515,received dear please find attached items received updating blacklists concerns thanks senior tester,Software Issue,Medium,None,None,None,None,None,General,no,received dear please find attached items received updating blacklists concerns thanks senior tester
T10516,tuesday november pm re restore historical mailbox dear please consider restore mailbox let possible requires somebody thanks november restore historical mailbox dear wondered restore history backup thanks,Software Issue,Medium,None,None,None,None,None,General,no,tuesday november pm re restore historical mailbox dear please consider restore mailbox let possible requires somebody thanks november restore historical mailbox dear wondered restore history backup thanks
T10517,suspicious received hi please attached suspicious received thanks best regards senior tester ext,Software Issue,Medium,None,None,None,None,None,General,no,suspicious received hi please attached suspicious received thanks best regards senior tester ext
T10518,improve performance hi please out tomorrow works thank november re improve performance hi please filled attached best regards engineer tuesday november pm improve performance hi thank seeing please fill form provide back inform works unavailable users come kind regards november re improve performance hi guys more thing please inform engineer his works has hi sd colleagues please ignore alarms location tomorrow hi please inform colleagues engineer wants leave sites he finished his job polls monitoring visit he leave site polls back thank best regards engineer tuesday november pm re improve performance best regards engineer tuesday november pm re improve performance hi please informed site tomorrow work phone number please provide well name engineer also his phone number thank best regards engineer tuesday november pm re improve performance hi person location tomorrow best regards supervisor member nouveau center st fax description description description description description users files content el logo slogan tuesday november pm re improve performance hello please inform somebody location tomorrow please provide name person phone number come location give best regards supervisor member nouveau center st fax description description description description description users files content el logo slogan november pm re improve performance hi understand actions install device monitor traffic checking well interruption activity install device site interruption please ask site wednesday pm outage please ask site wednesday works finished maximum please let outage reach site based thank best regards engineer november pm re improve performance hello loop wants install equipment site order monitor also loop needed arrange site visit order install equipment please inform site waiting regards november pm re improve performance hi thank explained times issue intermittent test happened normal good results absolutely normal traffic drops more traffic droops once more traffic drops appears bandwidth problem visible guess refer permanent visible users annoying job happens having give explanations customers admitted saw packet loss loop solved asap remained test without site visit issue fixed site visit required remote testing told starting ended where latest thank best regards engineer friday november pm re improve performance hello performed tests circuit morning packet loss instead packet loss appeared again real traffic started inform solve problem fast problem visible talked circuit come back details regards friday november pm re improve performance hello everyone please treat priority impacting also please liaise colleagues thread regards come site perform tests properly prepare these scenarios avoid unwanted interruptions thank november re improve performance hi users keep complain important fix asap remained site visit required instance frame test minutes told morning preferable days inform avoid incidents investigation update users complaining every please side best regards engineer thursday november pm re improve performance hi saw please informed informed done morning friday site visit required has arranged well best regards engineer thursday november pm re improve performance hi understood want test without site visit tomorrow morning clock tests clock please let best regards engineer thursday november pm re improve performance hello order isolate problem needed interrupt circuit please provide interval interrupt circuit phase test addresses order isolate problem needed minutes interruption please inform interrupt waiting regards wednesday november pm re improve performance hi meanwhile spoke found out engineer went site purpose disconnecting testing created by doing work without informing requested inform doing action please follow processes inform site visit discussed possible ask visit thursday informed visit inform about avoid tickets nothing waiting best regards engineer wednesday november pm re improve performance hi tried call number please again next somebody location inform ask let him name engineer best regards engineer wednesday november pm re improve performance hello loop dispatched location investigate problem informed final want location because about problem technician waiting enter location please talk colleagues order location regards wednesday november pm re improve performance hi guys please provide update packet loss issue solved repair thank best regards engineer tuesday october pm re improve performance hi thank please keep informed fixed impacted location best regards engineer tuesday october pm re improve performance hello seems problem loop packet loss site talking loop order fix problem come back details regards tuesday october pm re improve performance hi guys please provide update complaining daily example today complains about big latency thank best regards engineer october pm re improve performance hi guys spoke graphs moment he said working fine packet observed also mentioned days after configuration done things worked well after intermittent latency issues reappeared latency issues matches periods packets loss has wrong side thank replying updates best regards engineer october pm re improve performance hello resume checking return information best regards nor supervisor member nouveau center st fax description description description description description users files content el logo slogan october pm re improve performance hi please informed reported latency happened again minutes packet loss period best regards engineer october pm re improve performance hi right seems everything fine please investigate again tomorrow especially morning issue permanent intermittent provided graphs thank best regards engineer october pm re improve performance dear checked together both,Software Issue,Medium,None,None,None,None,None,General,no,improve performance hi please out tomorrow works thank november re improve performance hi please filled attached best regards engineer tuesday november pm improve performance hi thank seeing please fill form provide back inform works unavailable users come kind regards november re improve performance hi guys more thing please inform engineer his works has hi sd colleagues please ignore alarms location tomorrow hi please inform colleagues engineer wants leave sites he finished his job polls monitoring visit he leave site polls back thank best regards engineer tuesday november pm re improve performance best regards engineer tuesday november pm re improve performance hi please informed site tomorrow work phone number please provide well name engineer also his phone number thank best regards engineer tuesday november pm re improve performance hi person location tomorrow best regards supervisor member nouveau center st fax description description description description description users files content el logo slogan tuesday november pm re improve performance hello please inform somebody location tomorrow please provide name person phone number come location give best regards supervisor member nouveau center st fax description description description description description users files content el logo slogan november pm re improve performance hi understand actions install device monitor traffic checking well interruption activity install device site interruption please ask site wednesday pm outage please ask site wednesday works finished maximum please let outage reach site based thank best regards engineer november pm re improve performance hello loop wants install equipment site order monitor also loop needed arrange site visit order install equipment please inform site waiting regards november pm re improve performance hi thank explained times issue intermittent test happened normal good results absolutely normal traffic drops more traffic droops once more traffic drops appears bandwidth problem visible guess refer permanent visible users annoying job happens having give explanations customers admitted saw packet loss loop solved asap remained test without site visit issue fixed site visit required remote testing told starting ended where latest thank best regards engineer friday november pm re improve performance hello performed tests circuit morning packet loss instead packet loss appeared again real traffic started inform solve problem fast problem visible talked circuit come back details regards friday november pm re improve performance hello everyone please treat priority impacting also please liaise colleagues thread regards come site perform tests properly prepare these scenarios avoid unwanted interruptions thank november re improve performance hi users keep complain important fix asap remained site visit required instance frame test minutes told morning preferable days inform avoid incidents investigation update users complaining every please side best regards engineer thursday november pm re improve performance hi saw please informed informed done morning friday site visit required has arranged well best regards engineer thursday november pm re improve performance hi understood want test without site visit tomorrow morning clock tests clock please let best regards engineer thursday november pm re improve performance hello order isolate problem needed interrupt circuit please provide interval interrupt circuit phase test addresses order isolate problem needed minutes interruption please inform interrupt waiting regards wednesday november pm re improve performance hi meanwhile spoke found out engineer went site purpose disconnecting testing created by doing work without informing requested inform doing action please follow processes inform site visit discussed possible ask visit thursday informed visit inform about avoid tickets nothing waiting best regards engineer wednesday november pm re improve performance hi tried call number please again next somebody location inform ask let him name engineer best regards engineer wednesday november pm re improve performance hello loop dispatched location investigate problem informed final want location because about problem technician waiting enter location please talk colleagues order location regards wednesday november pm re improve performance hi guys please provide update packet loss issue solved repair thank best regards engineer tuesday october pm re improve performance hi thank please keep informed fixed impacted location best regards engineer tuesday october pm re improve performance hello seems problem loop packet loss site talking loop order fix problem come back details regards tuesday october pm re improve performance hi guys please provide update complaining daily example today complains about big latency thank best regards engineer october pm re improve performance hi guys spoke graphs moment he said working fine packet observed also mentioned days after configuration done things worked well after intermittent latency issues reappeared latency issues matches periods packets loss has wrong side thank replying updates best regards engineer october pm re improve performance hello resume checking return information best regards nor supervisor member nouveau center st fax description description description description description users files content el logo slogan october pm re improve performance hi please informed reported latency happened again minutes packet loss period best regards engineer october pm re improve performance hi right seems everything fine please investigate again tomorrow especially morning issue permanent intermittent provided graphs thank best regards engineer october pm re improve performance dear checked together both
T10519,related hello re has closed automatically kindly assign queue directly thank engineer,Software Issue,Medium,None,None,None,None,None,General,no,related hello re has closed automatically kindly assign queue directly thank engineer
T10520,re reassigning hi logging kindly treat priority urgently thank tuesday november reassigning hi kind help rerouting possible maternity leave she approve please let once reassigned thank specialist,Software Issue,Medium,None,None,None,None,None,General,no,re reassigning hi logging kindly treat priority urgently thank tuesday november reassigning hi kind help rerouting possible maternity leave she approve please let once reassigned thank specialist
T10521,dear please create named include members thank kind regards country,Software Issue,Medium,None,None,None,None,None,General,no,dear please create named include members thank kind regards country
T10522,file hi please folder permissions infrastructure information stratus design documentation thanks november re file hi folder developer november pm file hi please keep file main copy folder infrastructure information stratus design documentation drop attribute thanks,Software Issue,Medium,None,None,None,None,None,General,no,file hi please folder permissions infrastructure information stratus design documentation thanks november re file hi folder developer november pm file hi please keep file main copy folder infrastructure information stratus design documentation drop attribute thanks
T10523,create purchase requests good morning please create purchase requests thank,Software Issue,Medium,None,None,None,None,None,General,no,create purchase requests good morning please create purchase requests thank
T10524,purchase po dear purchased label printer brother black flexible id tape scanner symbol model cs link please log allocation please advise colleagues kind regards administrator,Hardware Issue,Medium,None,None,None,None,None,General,no,purchase po dear purchased label printer brother black flexible id tape scanner symbol model cs link please log allocation please advise colleagues kind regards administrator
T10525,plug senior developer tuesday november plug hello please provide plug monitors shared plug thanks developer,Hardware Issue,Medium,None,None,None,None,None,General,no,plug senior developer tuesday november plug hello please provide plug monitors shared plug thanks developer
T10526,name changes dear please assign regarding bellow thank engineer tuesday november name changes hi updated name flagship store sis sis phase kind regards,Software Issue,Medium,None,None,None,None,None,General,no,name changes dear please assign regarding bellow thank engineer tuesday november name changes hi updated name flagship store sis sis phase kind regards
T10527,installation dear install today pm best regards software tester,Hardware Issue,Medium,None,None,None,None,None,General,no,installation dear install today pm best regards software tester
T10528,files hello please give files correspondence items report facilities visitors cards she thank help kindest regards specialist,Software Issue,Medium,None,None,None,None,None,General,no,files hello please give files correspondence items report facilities visitors cards she thank help kindest regards specialist
T10529,accesses hello want ask accesses token please liaise understood approached both shared add extension path please let further assist kind regards leader mobile,Software Issue,Medium,None,None,None,None,None,General,no,accesses hello want ask accesses token please liaise understood approached both shared add extension path please let further assist kind regards leader mobile
T10530,purchase po dear purchased received items galaxy black mobile subscription updated include device under user name link please add allocation device thanks kind regards administrator,Hardware Issue,Medium,None,None,None,None,None,General,no,purchase po dear purchased received items galaxy black mobile subscription updated include device under user name link please add allocation device thanks kind regards administrator
T10531,suspicious work hello received attached work legit best regards,Software Issue,Medium,None,None,None,None,None,General,no,suspicious work hello received attached work legit best regards
T10532,wants trainings hi please owners thanks tuesday november wants trainings upload results training accept decline,Software Issue,Medium,None,None,None,None,None,General,no,wants trainings hi please owners thanks tuesday november wants trainings upload results training accept decline
T10533,hi please add please also works dp connect thanks,Software Issue,Medium,None,None,None,None,None,General,no,hi please add please also works dp connect thanks
T10534,screen timeout hi has policy pushed out lock screens more quickly seems bit extreme adjust normal options etc relevant setting has effect thanks senior infrastructure architect,Hardware Issue,Medium,None,None,None,None,None,General,no,screen timeout hi has policy pushed out lock screens more quickly seems bit extreme adjust normal options etc relevant setting has effect thanks senior infrastructure architect
T10535,reassigning hi please thank kind regards tuesday november reassigning hi kind help rerouting possible maternity leave she approve please let once reassigned thank specialist,Software Issue,Medium,None,None,None,None,None,General,no,reassigning hi please thank kind regards tuesday november reassigning hi kind help rerouting possible maternity leave she approve please let once reassigned thank specialist
T10536,re decommissioning hi please prepare hello please advised starting today november application supported contacted separately migrated concerns regarding assistance please hesitate thank kind regards thank november re decommissioning head mob tuesday november decommissioning importance high git hello please advised starting today november application supported contacted separately migrated concerns regarding assistance please hesitate thank kind regards migration dear colleagues heard planning decommission by content migrated help content migrated git import existing git repository empty repository maintains commit history please find steps follow order migrate content how existing git repository existing repository repository hosted instructions order repository please fill form attach logged via by template create repository by attaching once resource created continue instructions out repository existing git host parameter git clone git repository git navigate cloned repository cd repository git repository called git example locate clone panel left example git add remote repository git remote add git push branches tags git push how kind regards ext,Software Issue,Medium,None,None,None,None,None,General,no,re decommissioning hi please prepare hello please advised starting today november application supported contacted separately migrated concerns regarding assistance please hesitate thank kind regards thank november re decommissioning head mob tuesday november decommissioning importance high git hello please advised starting today november application supported contacted separately migrated concerns regarding assistance please hesitate thank kind regards migration dear colleagues heard planning decommission by content migrated help content migrated git import existing git repository empty repository maintains commit history please find steps follow order migrate content how existing git repository existing repository repository hosted instructions order repository please fill form attach logged via by template create repository by attaching once resource created continue instructions out repository existing git host parameter git clone git repository git navigate cloned repository cd repository git repository called git example locate clone panel left example git add remote repository git remote add git push branches tags git push how kind regards ext
T10537,monitor requesting cable interconnect hi monitor by anyone since moved desks ago wanted suitable cable cable allow urgent thanks kind regards lead consultant corporate,Hardware Issue,Medium,None,None,None,None,None,General,no,monitor requesting cable interconnect hi monitor by anyone since moved desks ago wanted suitable cable cable allow urgent thanks kind regards lead consultant corporate
T10538,confluence dear working encountered issue accessing confluence please note raised has escalated please add user ecosystem confluence thank best regards,Software Issue,Medium,None,None,None,None,None,General,no,confluence dear working encountered issue accessing confluence please note raised has escalated please add user ecosystem confluence thank best regards
T10539,wants profile trainings fill training which completed accept decline requests,Software Issue,Medium,None,None,None,None,None,General,no,wants profile trainings fill training which completed accept decline requests
T10540,parallels license renewal hi parallels license computer has expired resolved how renewal work which due few days please advise thank advertising,Hardware Issue,Medium,None,None,None,None,None,General,no,parallels license renewal hi parallels license computer has expired resolved how renewal work which due few days please advise thank advertising
T10541,hi licenses wondering had version working thanks client,Hardware Issue,Medium,None,None,None,None,None,General,no,hi licenses wondering had version working thanks client
T10542,tuesday november please action hello seems card issue solved because receive submit timecard period please advice next step thank regards please action dear part established processes each required submit his weekly basis each friday past must submitted receiving because haven followed process please action possible breakdown please log accordingly training materials available id by each wednesday past period then also notified country date total days,Software Issue,Medium,None,None,None,None,None,General,no,tuesday november please action hello seems card issue solved because receive submit timecard period please advice next step thank regards please action dear part established processes each required submit his weekly basis each friday past must submitted receiving because haven followed process please action possible breakdown please log accordingly training materials available id by each wednesday past period then also notified country date total days
T10543,additional computer hello please help additional computer computer memory find myself unable required running because reaching limit application consultant ext,Hardware Issue,Medium,None,None,None,None,None,General,no,additional computer hello please help additional computer computer memory find myself unable required running because reaching limit application consultant ext
T10544,suspicious work hi ask application social somebody public conversation today got lot complains users regarding after opened public conversation tuesday november re suspicious work hi ask application after these started arriving haven seen say going nay based social has turned by mistake which has led these thanks november suspicious work hi guys got lot complains regarding simple regarding public conversation social then think informed report messages suspicious tuesday november suspicious work hello received attached work legit best regards,Software Issue,Medium,None,None,None,None,None,General,no,suspicious work hi ask application social somebody public conversation today got lot complains users regarding after opened public conversation tuesday november re suspicious work hi ask application after these started arriving haven seen say going nay based social has turned by mistake which has led these thanks november suspicious work hi guys got lot complains regarding simple regarding public conversation social then think informed report messages suspicious tuesday november suspicious work hello received attached work legit best regards
T10545,has issues want cable couple days change behavior,Hardware Issue,Medium,None,None,None,None,None,General,no,has issues want cable couple days change behavior
T10546,sn fulfiller hello please create sn him approve related escalations him sn fulfiller license thanks,Software Issue,Medium,None,None,None,None,None,General,no,sn fulfiller hello please create sn him approve related escalations him sn fulfiller license thanks
T10547,adjust assignment flat report hi please assign adjust assignment flat report duplicates after renaming location thanks kind regards analyst,Software Issue,Medium,None,None,None,None,None,General,no,adjust assignment flat report hi please assign adjust assignment flat report duplicates after renaming location thanks kind regards analyst
T10548,contractor update dear please note entity previously thank october pm contractor complete hi please find attached completed starter form kind regards october pm re contractor complete hi sorry delay getting back let further thanks october contractor complete dear please help completed form join thank lead,Software Issue,Medium,None,None,None,None,None,General,no,contractor update dear please note entity previously thank october pm contractor complete hi please find attached completed starter form kind regards october pm re contractor complete hi sorry delay getting back let further thanks october contractor complete dear please help completed form join thank lead
T10549,rights hello rights order install locally printer regards,Hardware Issue,Medium,None,None,None,None,None,General,no,rights hello rights order install locally printer regards
T10550,please make calling plan turned effective tuesday hi traveling next days leaving tomorrow phone wednesday please make plan engaged also covered calls return states november calling permanently turned thanks director,Hardware Issue,Medium,None,None,None,None,None,General,no,please make calling plan turned effective tuesday hi traveling next days leaving tomorrow phone wednesday please make plan engaged also covered calls return states november calling permanently turned thanks director
